"STATION","NAME","LATITUDE","LONGITUDE","ELEVATION","DATE","DAPR","DAPR_ATTRIBUTES","MDPR","MDPR_ATTRIBUTES","MDSF","MDSF_ATTRIBUTES","PRCP","PRCP_ATTRIBUTES","SNOW","SNOW_ATTRIBUTES","SNWD","SNWD_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES","TOBS","TOBS_ATTRIBUTES","WT01","WT01_ATTRIBUTES","WT03","WT03_ATTRIBUTES","WT04","WT04_ATTRIBUTES","WT05","WT05_ATTRIBUTES","WT06","WT06_ATTRIBUTES","WT11","WT11_ATTRIBUTES"
"USC00106891","PAYETTE, ID US","44.0763","-116.9312","655.3","2001-03-01",,,,,,,"0.00","P,,0,0800","0.0","P,,0,","0.0","P,,0,","51",",,0","19",",,0","21",",,0,0800",,,,,,,,,,,,
"USC00106891","PAYETTE, ID US","44.0763","-116.9312","655.3","2001-03-02",,,,,,,"0.23",",,0,0800",,,"2.0",",,0,","49",",,0","21",",,0","32",",,0,0800",,,,,,,,,,,,
"USC00106891","PAYETTE, ID US","44.0763","-116.9312","655.3","2001-03-03",,,,,,,"0.09",",,0,0800","0.0","P,,0,",,,"45",",,0","21",",,0","23",",I,0,0800",,,,,,,,,,,,
"USC00106891","PAYETTE, ID US","44.0763","-116.9312","655.3","2001-03-04",,,,,,,"0.00","P,,0,0800","0.0","P,,0,",,,"55",",,0","32",",I,0","52",",,0,0800",,,,,,,,,,,,
"USC00106891","PAYETTE, ID US","44.0763","-116.9312","655.3","2001-03-05",,,,,,,"0.03",",,0,0800","0.0","P,,0,","0.0","P,,0,","55",",,0","33",",,0","41",",,0,0800",,,,,,,,,,,,
"USC00106891","PAYETTE, ID US","44.0763","-116.9312","655.3","2001-03-06",,,,,,,"0.00","P,,0,0800","0.0","P,,0,","0.0","P,,0,","65",",,0","30",",,0","30",",,0,0800",,,,,,,,,,,,
"USC00106891","PAYETTE, ID US","44.0763","-116.9312","655.3","2001-03-07",,,,,,,"0.00","P,,0,0800","0.0","P,,0,","0.0","P,,0,","66",",,0","30",",,0","31",",,0,0800",,,,,,,,,,,,
"USC00106891","PAYETTE, ID US","44.0763","-116.9312","655.3","2001-03-08",,,,,,,"0.00","P,,0,0800","0.0","P,,0,","0.0","P,,0,","68",",,0","30",",,0","30",",,0,0800",,,,,,,,,,,,
"USC00106891","PAYETTE, ID US","44.0763","-116.9312","655.3","2001-03-09",,,,,,,"0.30",",,0,0800","0.0","P,,0,","0.0","P,,0,","54",",,0","30",",,0","39",",,0,0800",,,,,,,,,,,,
"USC00106891","PAYETTE, ID US","44.0763","-116.9312","655.3","2001-03-10",,,,,,,"0.00","P,,0,0800","0.0","P,,0,","0.0","P,,0,","58",",,0","36",",,0","47",",,0,0800",,,,,,,,,,,,
"USC00106891","PAYETTE, ID US","44.0763","-116.9312","655.3","2001-03-11",,,,,,,"0.00","P,,0,0800","0.0","P,,0,","0.0","P,,0,","50",",,0","35",",,0","49",",,0,0800",,,,,,,,,,,,
"USC00106891","PAYETTE, ID US","44.0763","-116.9312","655.3","2001-03-12",,,,,,,"0.00","P,,0,0800","0.0","P,,0,","0.0","P,,0,","58",",,0","29",",,0","29",",,0,0800",,,,,,,,,,,,
"USC00106891","PAYETTE, ID US","44.0763","-116.9312","655.3","2001-03-13",,,,,,,"0.00","P,,0,0800","0.0","P,,0,","0.0","P,,0,","63",",,0","29",",,0","29",",,0,0800",,,,,,,,,,,,
"USC00106891","PAYETTE, ID US","44.0763","-116.9312","655.3","2001-03-14",,,,,,,"0.00","P,,0,0800","0.0","P,,0,","0.0","P,,0,","64",",,0","29",",,0","38",",,0,0800",,,,,,,,,,,,
"USC00106891","PAYETTE, ID US","44.0763","-116.9312","655.3","2001-03-15",,,,,,,"0.00","P,,0,0800","0.0","P,,0,","0.0","P,,0,","61",",,0","27",",,0","27",",,0,0800",,,,,,,,,,,,
"USC00106891","PAYETTE, ID US","44.0763","-116.9312","655.3","2001-03-16",,,,,,,"0.20",",,0,0800","0.0","P,,0,","0.0","P,,0,","46",",,0","27",",,0","31",",,0,0800",,,,,,,,,,,,
"USC00106891","PAYETTE, ID US","44.0763","-116.9312","655.3","2001-03-17",,,,,,,"0.00","P,,0,0800","0.0","P,,0,","0.0","P,,0,","59",",,0","31",",,0","43",",,0,0800",,,,,,,,,,,,
"USC00106891","PAYETTE, ID US","44.0763","-116.9312","655.3","2001-03-18",,,,,,,"0.00","P,,0,0800","0.0","P,,0,","0.0","P,,0,","59",",,0","37",",,0","43",",,0,0800",,,,,,,,,,,,
"USC00106891","PAYETTE, ID US","44.0763","-116.9312","655.3","2001-03-19",,,,,,,"0.03",",,0,0800","0.0","P,,0,","0.0","P,,0,","65",",,0","43",",,0","44",",,0,0800",,,,,,,,,,,,
"USC00106891","PAYETTE, ID US","44.0763","-116.9312","655.3","2001-03-20",,,,,,,"0.00","P,,0,0800","0.0","P,,0,","0.0","P,,0,","67",",,0","40",",,0","42",",,0,0800",,,,,,,,,,,,
"USC00106891","PAYETTE, ID US","44.0763","-116.9312","655.3","2001-03-21",,,,,,,"0.00","P,,0,0800","0.0","P,,0,","0.0","P,,0,","62",",,0","35",",,0","35",",,0,0800",,,,,,,,,,,,
"USC00106891","PAYETTE, ID US","44.0763","-116.9312","655.3","2001-03-22",,,,,,,"0.00","P,,0,0800","0.0","P,,0,","0.0","P,,0,","70",",,0","32",",,0","33",",,0,0800",,,,,,,,,,,,
"USC00106891","PAYETTE, ID US","44.0763","-116.9312","655.3","2001-03-23",,,,,,,"0.00","P,,0,0800","0.0","P,,0,","0.0","P,,0,","72",",,0","33",",,0","40",",,0,0800",,,,,,,,,,,,
"USC00106891","PAYETTE, ID US","44.0763","-116.9312","655.3","2001-03-24",,,,,,,"0.00","P,,0,0800","0.0","P,,0,","0.0","P,,0,","71",",,0","37",",,0","43",",,0,0800",,,,,,,,,,,,
"USC00106891","PAYETTE, ID US","44.0763","-116.9312","655.3","2001-03-25",,,,,,,"0.02",",,0,0800","0.0","P,,0,","0.0","P,,0,","68",",,0","37",",,0","42",",,0,0800",,,,,,,,,,,,
"USC00106891","PAYETTE, ID US","44.0763","-116.9312","655.3","2001-03-26",,,,,,,"0.04",",,0,0800","0.0","P,,0,","0.0","P,,0,","70",",,0","39",",,0","41",",,0,0800",,,,,,,,,,,,
"USC00106891","PAYETTE, ID US","44.0763","-116.9312","655.3","2001-03-27",,,,,,,"0.00","P,,0,0800","0.0","P,,0,","0.0","P,,0,","60",",,0","30",",,0","31",",,0,0800",,,,,,,,,,,,
"USC00106891","PAYETTE, ID US","44.0763","-116.9312","655.3","2001-03-28",,,,,,,"0.18",",,0,0800","0.0","P,,0,","0.0","P,,0,","53",",,0","31",",,0","40",",,0,0800",,,,,,,,,,,,
"USC00106891","PAYETTE, ID US","44.0763","-116.9312","655.3","2001-03-29",,,,,,,"0.00","P,,0,0800","0.0","P,,0,","0.0","P,,0,","61",",,0","40",",,0","42",",,0,0800",,,,,,,,,,,,
"USC00106891","PAYETTE, ID US","44.0763","-116.9312","655.3","2001-03-30",,,,,,,"0.00","P,,0,0800","0.0","P,,0,","0.0","P,,0,","63",",,0","34",",,0","37",",,0,0800",,,,,,,,,,,,
"USC00106891","PAYETTE, ID US","44.0763","-116.9312","655.3","2001-03-31",,,,,,,"0.00","P,,0,0800","0.0","P,,0,","0.0","P,,0,","66",",,0","33",",,0","46",",,0,0800",,,,,,,,,,,,
"USC00106891","PAYETTE, ID US","44.0763","-116.9312","655.3","2001-04-01",,,,,,,"0.02",",,0,0800","0.0","P,,0,","0.0","P,,0,","58",",,0","35",",,0","38",",,0,0800",,,,,,,,,,,,
"USC00106891","PAYETTE, ID US","44.0763","-116.9312","655.3","2001-04-02",,,,,,,"0.06",",,0,0800","0.0","P,,0,","0.0","P,,0,","61",",,0","38",",,0","38",",,0,0800",,,,,,,,,,,,
"USC00106891","PAYETTE, ID US","44.0763","-116.9312","655.3","2001-04-03",,,,,,,"0.00","T,,0,0800","0.0","P,,0,","0.0","P,,0,","50",",,0","24",",,0","24",",,0,0800",,,,,,,,,,,,
"USC00106891","PAYETTE, ID US","44.0763","-116.9312","655.3","2001-04-04",,,,,,,"0.00","P,,0,0800","0.0","P,,0,","0.0","P,,0,","57",",,0","24",",,0","26",",,0,0800",,,,,,,,,,,,
"USC00106891","PAYETTE, ID US","44.0763","-116.9312","655.3","2001-04-05",,,,,,,"0.00","P,,0,0800","0.0","P,,0,","0.0","P,,0,","58",",,0","26",",,0","28",",,0,0800",,,,,,,,,,,,
"USC00106891","PAYETTE, ID US","44.0763","-116.9312","655.3","2001-04-06",,,,,,,"0.00","T,,0,0800","0.0","P,,0,","0.0","P,,0,","57",",,0","28",",,0","41",",,0,0800",,,,,,,,,,,,
"USC00106891","PAYETTE, ID US","44.0763","-116.9312","655.3","2001-04-07",,,,,,,"0.11",",,0,0800","0.0","P,,0,","0.0","P,,0,","56",",,0","38",",,0","39",",,0,0800",,,,,,,,,,,,
"USC00106891","PAYETTE, ID US","44.0763","-116.9312","655.3","2001-04-08",,,,,,,"0.01",",,0,0800","0.0","P,,0,","0.0","P,,0,","40",",,0","39",",,0","40",",,0,0800",,,,,,,,,,,,
"USC00106891","PAYETTE, ID US","44.0763","-116.9312","655.3","2001-04-09",,,,,,,"0.00","P,,0,0800","0.0","P,,0,","0.0","P,,0,","49",",,0","23",",,0","23",",,0,0800",,,,,,,,,,,,
"USC00106891","PAYETTE, ID US","44.0763","-116.9312","655.3","2001-04-10",,,,,,,"0.00","P,,0,0800","0.0","P,,0,","0.0","P,,0,","60",",,0","23",",,0","27",",,0,0800",,,,,,,,,,,,
"USC00106891","PAYETTE, ID US","44.0763","-116.9312","655.3","2001-04-11",,,,,,,"0.12",",,0,0800","0.0","P,,0,","0.0","P,,0,","56",",,0","27",",,0","38",",,0,0800",,,,,,,,,,,,
"USC00106891","PAYETTE, ID US","44.0763","-116.9312","655.3","2001-04-12",,,,,,,"0.30",",,0,0800","0.0","P,,0,","0.0","P,,0,","50",",,0","36",",,0","37",",,0,0800",,,,,,,,,,,,
"USC00106891","PAYETTE, ID US","44.0763","-116.9312","655.3","2001-04-13",,,,,,,"0.01",",,0,0800","0.0","P,,0,","0.0","P,,0,","54",",,0","37",",,0","37",",,0,0800",,,,,,,,,,,,
"USC00106891","PAYETTE, ID US","44.0763","-116.9312","655.3","2001-04-14",,,,,,,"0.00","P,,0,0800","0.0","P,,0,","0.0","P,,0,","49",",,0","27",",,0","27",",,0,0800",,,,,,,,,,,,
"USC00106891","PAYETTE, ID US","44.0763","-116.9312","655.3","2001-04-15",,,,,,,"0.00","P,,0,0800","0.0","P,,0,","0.0","P,,0,","56",",,0","27",",,0","34",",,0,0800",,,,,,,,,,,,
"USC00106891","PAYETTE, ID US","44.0763","-116.9312","655.3","2001-04-16",,,,,,,"0.00","P,,0,0800","0.0","P,,0,","0.0","P,,0,","64",",,0","34",",,0","35",",,0,0800",,,,,,,,,,,,
"USC00106891","PAYETTE, ID US","44.0763","-116.9312","655.3","2001-04-17",,,,,,,"0.00","P,,0,0800","0.0","P,,0,","0.0","P,,0,","77",",,0","35",",,0","54",",,0,0800",,,,,,,,,,,,
"USC00106891","PAYETTE, ID US","44.0763","-116.9312","655.3","2001-04-18",,,,,,,"0.00","P,,0,0800","0.0","P,,0,","0.0","P,,0,","73",",,0","42",",,0","43",",,0,0800",,,,,,,,,,,,
"USC00106891","PAYETTE, ID US","44.0763","-116.9312","655.3","2001-04-19",,,,,,,"0.02",",,0,0800","0.0","P,,0,","0.0","P,,0,","73",",,0","39",",,0","42",",,0,0800",,,,,,,,,,,,
"USC00106891","PAYETTE, ID US","44.0763","-116.9312","655.3","2001-04-20",,,,,,,"0.00","P,,0,0800","0.0","P,,0,","0.0","P,,0,","65",",,0","41",",,0","44",",,0,0800",,,,,,,,,,,,
"USC00106891","PAYETTE, ID US","44.0763","-116.9312","655.3","2001-04-21",,,,,,,"0.01",",,0,0800","0.0","P,,0,","0.0","P,,0,","65",",,0","41",",,0","43",",,0,0800",,,,,,,,,,,,
"USC00106891","PAYETTE, ID US","44.0763","-116.9312","655.3","2001-04-22",,,,,,,"0.00","P,,0,0800","0.0","P,,0,","0.0","P,,0,","64",",,0","32",",,0","34",",,0,0800",,,,,,,,,,,,
"USC00106891","PAYETTE, ID US","44.0763","-116.9312","655.3","2001-04-23",,,,,,,"0.00","P,,0,0800","0.0","P,,0,","0.0","P,,0,","67",",,0","34",",,0","43",",,0,0800",,,,,,,,,,,,
"USC00106891","PAYETTE, ID US","44.0763","-116.9312","655.3","2001-04-24",,,,,,,"0.00","P,,0,0800","0.0","P,,0,","0.0","P,,0,","71",",,0","40",",,0","41",",,0,0800",,,,,,,,,,,,
"USC00106891","PAYETTE, ID US","44.0763","-116.9312","655.3","2001-04-25",,,,,,,"0.00","P,,0,0800","0.0","P,,0,","0.0","P,,0,","76",",,0","41",",,0","42",",,0,0800",,,,,,,,,,,,
"USC00106891","PAYETTE, ID US","44.0763","-116.9312","655.3","2001-04-26",,,,,,,"0.00","P,,0,0800","0.0","P,,0,","0.0","P,,0,","81",",,0","42",",,0","56",",,0,0800",,,,,,,,,,,,
"USC00106891","PAYETTE, ID US","44.0763","-116.9312","655.3","2001-04-27",,,,,,,"0.00","P,,0,0800","0.0","P,,0,","0.0","P,,0,","84",",,0","51",",,0","53",",,0,0800",,,,,,,,,,,,
"USC00106891","PAYETTE, ID US","44.0763","-116.9312","655.3","2001-04-28",,,,,,,"0.00","P,,0,0800","0.0","P,,0,","0.0","P,,0,","81",",,0","52",",,0","57",",,0,0800",,,,,,,,,,,,
"USC00106891","PAYETTE, ID US","44.0763","-116.9312","655.3","2001-04-29",,,,,,,"0.00","P,,0,0800","0.0","P,,0,","0.0","P,,0,","64",",,0","32",",,0","33",",,0,0800",,,,,,,,,,,,
"USC00106891","PAYETTE, ID US","44.0763","-116.9312","655.3","2001-04-30",,,,,,,"0.00","P,,0,0800","0.0","P,,0,","0.0","P,,0,","67",",,0","33",",,0","50",",,0,0800",,,,,,,,,,,,
"USC00106891","PAYETTE, ID US","44.0763","-116.9312","655.3","2001-05-01",,,,,,,"0.02",",,0,0800","0.0","P,,0,","0.0","P,,0,","64",",,0","31",",,0","33",",,0,0800",,,,,,,,,,,,
"USC00106891","PAYETTE, ID US","44.0763","-116.9312","655.3","2001-05-02",,,,,,,"0.00","P,,0,0800","0.0","P,,0,","0.0","P,,0,","54",",,0","30",",,0","33",",,0,0800",,,,,,,,,,,,
"USC00106891","PAYETTE, ID US","44.0763","-116.9312","655.3","2001-05-03",,,,,,,"0.00","P,,0,0800","0.0","P,,0,","0.0","P,,0,","57",",,0","32",",,0","33",",,0,0800",,,,,,,,,,,,
"USC00106891","PAYETTE, ID US","44.0763","-116.9312","655.3","2001-05-04",,,,,,,"0.00","P,,0,0800","0.0","P,,0,","0.0","P,,0,","71",",,0","33",",,0","36",",,0,0800",,,,,,,,,,,,
"USC00106891","PAYETTE, ID US","44.0763","-116.9312","655.3","2001-05-05",,,,,,,"0.00","P,,0,0800","0.0","P,,0,","0.0","P,,0,","76",",,0","33",",,0","57",",,0,0800",,,,,,,,,,,,
"USC00106891","PAYETTE, ID US","44.0763","-116.9312","655.3","2001-05-06",,,,,,,"0.00","P,,0,0800","0.0","P,,0,","0.0","P,,0,","76",",,0","28",",,0","37",",,0,0800",,,,,,,,,,,,
"USC00106891","PAYETTE, ID US","44.0763","-116.9312","655.3","2001-05-07",,,,,,,"0.00","P,,0,0800","0.0","P,,0,","0.0","P,,0,","60",",,0","32",",,0","32",",,0,0800",,,,,,,,,,,,
"USC00106891","PAYETTE, ID US","44.0763","-116.9312","655.3","2001-05-08",,,,,,,"0.00","P,,0,0800","0.0","P,,0,","0.0","P,,0,","77",",,0","32",",,0","44",",,0,0800",,,,,,,,,,,,
"USC00106891","PAYETTE, ID US","44.0763","-116.9312","655.3","2001-05-09",,,,,,,"0.00","P,,0,0800","0.0","P,,0,","0.0","P,,0,","78",",,0","44",",,0","51",",,0,0800",,,,,,,,,,,,
"USC00106891","PAYETTE, ID US","44.0763","-116.9312","655.3","2001-05-10",,,,,,,"0.00","P,,0,0800","0.0","P,,0,","0.0","P,,0,","74",",,0","41",",,0","42",",,0,0800",,,,,,,,,,,,
"USC00106891","PAYETTE, ID US","44.0763","-116.9312","655.3","2001-05-11",,,,,,,"0.00","P,,0,0800","0.0","P,,0,","0.0","P,,0,","77",",,0","41",",,0","42",",,0,0800",,,,,,,,,,,,
"USC00106891","PAYETTE, ID US","44.0763","-116.9312","655.3","2001-05-12",,,,,,,"0.00","P,,0,0800","0.0","P,,0,","0.0","P,,0,","87",",,0","42",",,0","57",",,0,0800",,,,,,,,,,,,
"USC00106891","PAYETTE, ID US","44.0763","-116.9312","655.3","2001-05-13",,,,,,,"0.00","P,,0,0800","0.0","P,,0,","0.0","P,,0,","93",",,0","57",",,0","69",",,0,0800",,,,,,,,,,,,
"USC00106891","PAYETTE, ID US","44.0763","-116.9312","655.3","2001-05-14",,,,,,,"0.00","P,,0,0800","0.0","P,,0,","0.0","P,,0,","79",",,0","55",",,0","56",",,0,0800",,,,,,,,,,,,
"USC00106891","PAYETTE, ID US","44.0763","-116.9312","655.3","2001-05-15",,,,,,,"0.16",",,0,0800","0.0","P,,0,","0.0","P,,0,","70",",,0","52",",,0","52",",,0,0800",,,,,,,,,,,,
"USC00106891","PAYETTE, ID US","44.0763","-116.9312","655.3","2001-05-16",,,,,,,"0.02",",,0,0800","0.0","P,,0,","0.0","P,,0,","61",",,0","52",",,0","55",",,0,0800",,,,,,,,,,,,
"USC00106891","PAYETTE, ID US","44.0763","-116.9312","655.3","2001-05-17",,,,,,,"0.00","P,,0,0800","0.0","P,,0,","0.0","P,,0,","69",",,0","39",",,0","43",",,0,0800",,,,,,,,,,,,
"USC00106891","PAYETTE, ID US","44.0763","-116.9312","655.3","2001-05-18",,,,,,,"0.00","P,,0,0800","0.0","P,,0,","0.0","P,,0,","71",",,0","43",",,0","55",",,0,0800",,,,,,,,,,,,
"USC00106891","PAYETTE, ID US","44.0763","-116.9312","655.3","2001-05-19",,,,,,,"0.00","P,,0,0800","0.0","P,,0,","0.0","P,,0,",,,,,,,,,,,,,,,,,,
"USC00106891","PAYETTE, ID US","44.0763","-116.9312","655.3","2001-05-20",,,,,,,"0.00","P,,0,0800","0.0","P,,0,","0.0","P,,0,",,,,,,,,,,,,,,,,,,
"USC00106891","PAYETTE, ID US","44.0763","-116.9312","655.3","2001-05-21",,,,,,,"0.00","P,,0,0800","0.0","P,,0,","0.0","P,,0,","79",",,0","39",",,0","44",",,0,0800",,,,,,,,,,,,
"USC00106891","PAYETTE, ID US","44.0763","-116.9312","655.3","2001-05-22",,,,,,,"0.00","P,,0,0800","0.0","P,,0,","0.0","P,,0,","77",",,0","44",",,0","50",",,0,0800",,,,,,,,,,,,
"USC00106891","PAYETTE, ID US","44.0763","-116.9312","655.3","2001-05-23",,,,,,,"0.00","P,,0,0800","0.0","P,,0,","0.0","P,,0,","87",",,0","50",",,0","51",",,0,0800",,,,,,,,,,,,
"USC00106891","PAYETTE, ID US","44.0763","-116.9312","655.3","2001-05-24",,,,,,,"0.00","P,,0,0800","0.0","P,,0,","0.0","P,,0,","96",",,0","51",",,0","59",",,0,0800",,,,,,,,,,,,
"USC00106891","PAYETTE, ID US","44.0763","-116.9312","655.3","2001-05-25",,,,,,,"0.00","P,,0,0800","0.0","P,,0,","0.0","P,,0,","95",",,0","52",",,0","65",",,0,0800",,,,,,,,,,,,
"USC00106891","PAYETTE, ID US","44.0763","-116.9312","655.3","2001-05-26",,,,,,,"0.00","P,,0,0800","0.0","P,,0,","0.0","P,,0,","93",",,0","62",",,0","67",",,0,0800",,,,,,,,,,,,
"USC00106891","PAYETTE, ID US","44.0763","-116.9312","655.3","2001-05-27",,,,,,,"0.00","P,,0,0800","0.0","P,,0,","0.0","P,,0,","93",",,0","58",",,0","61",",,0,0800",,,,,,,,,,,,
"USC00106891","PAYETTE, ID US","44.0763","-116.9312","655.3","2001-05-28",,,,,,,"0.00","P,,0,0800","0.0","P,,0,","0.0","P,,0,","95",",,0","60",",,0","64",",,0,0800",,,,,,,,,,,,
"USC00106891","PAYETTE, ID US","44.0763","-116.9312","655.3","2001-05-29",,,,,,,"0.00","P,,0,0800","0.0","P,,0,","0.0","P,,0,","82",",,0","46",",,0","47",",,0,0800",,,,,,,,,,,,
"USC00106891","PAYETTE, ID US","44.0763","-116.9312","655.3","2001-05-30",,,,,,,"0.00","P,,0,0800","0.0","P,,0,","0.0","P,,0,","72",",,0","41",",,0","47",",,0,0800",,,,,,,,,,,,
"USC00106891","PAYETTE, ID US","44.0763","-116.9312","655.3","2001-05-31",,,,,,,"0.00","P,,0,0800","0.0","P,,0,","0.0","P,,0,","82",",,0","47",",,0","59",",,0,0800",,,,,,,,,,,,
"USC00106891","PAYETTE, ID US","44.0763","-116.9312","655.3","2001-06-01",,,,,,,"0.00","P,,0,0800","0.0","P,,0,","0.0","P,,0,","88",",,0","53",",,0","60",",,0,0800",,,,,,,,,,,,
"USC00106891","PAYETTE, ID US","44.0763","-116.9312","655.3","2001-06-02",,,,,,,"0.00","P,,0,0800","0.0","P,,0,","0.0","P,,0,","94",",,0","52",",,0","53",",,0,0800",,,,,,,,,,,,
"USC00106891","PAYETTE, ID US","44.0763","-116.9312","655.3","2001-06-03",,,,,,,"0.00","P,,0,0800","0.0","P,,0,","0.0","P,,0,","72",",,0","46",",,0","47",",,0,0800",,,,,,,,,,,,
"USC00106891","PAYETTE, ID US","44.0763","-116.9312","655.3","2001-06-04",,,,,,,"0.00","P,,0,0800","0.0","P,,0,","0.0","P,,0,","64",",,0","46",",,0","48",",,0,0800",,,,,,,,,,,,
"USC00106891","PAYETTE, ID US","44.0763","-116.9312","655.3","2001-06-05",,,,,,,"0.00","P,,0,0800","0.0","P,,0,","0.0","P,,0,","71",",,0","48",",,0","57",",,0,0800",,,,,,,,,,,,
"USC00106891","PAYETTE, ID US","44.0763","-116.9312","655.3","2001-06-06",,,,,,,"0.02",",,0,0800","0.0","P,,0,","0.0","P,,0,","68",",,0","48",",,0","53",",,0,0800",,,,,,,,,,,,
"USC00106891","PAYETTE, ID US","44.0763","-116.9312","655.3","2001-06-07",,,,,,,"0.00","P,,0,0800","0.0","P,,0,","0.0","P,,0,","74",",,0","53",",,0","57",",,0,0800",,,,,,,,,,,,
"USC00106891","PAYETTE, ID US","44.0763","-116.9312","655.3","2001-06-08",,,,,,,"0.00","P,,0,0800","0.0","P,,0,","0.0","P,,0,","87",",,0","55",",,0","57",",,0,0800",,,,,,,,,,,,
"USC00106891","PAYETTE, ID US","44.0763","-116.9312","655.3","2001-06-09",,,,,,,"0.00","P,,0,0800","0.0","P,,0,","0.0","P,,0,",,,,,,,,,,,,,,,,,,
"USC00106891","PAYETTE, ID US","44.0763","-116.9312","655.3","2001-06-10",,,,,,,"0.00","P,,0,0800","0.0","P,,0,","0.0","P,,0,",,,,,,,,,,,,,,,,,,
"USC00106891","PAYETTE, ID US","44.0763","-116.9312","655.3","2001-06-11",,,,,,,"0.00","T,,0,0800","0.0","P,,0,","0.0","P,,0,","87",",,0","54",",,0","59",",,0,0800",,,,,,,,,,,,
"USC00106891","PAYETTE, ID US","44.0763","-116.9312","655.3","2001-06-12",,,,,,,"0.05",",,0,0800","0.0","P,,0,","0.0","P,,0,","70",",,0","48",",,0","49",",,0,0800",,,,,,,,,,,,
"USC00106891","PAYETTE, ID US","44.0763","-116.9312","655.3","2001-06-13",,,,,,,"0.00","P,,0,0800","0.0","P,,0,","0.0","P,,0,","65",",,0","47",",,0","48",",,0,0800",,,,,,,,,,,,
"USC00106891","PAYETTE, ID US","44.0763","-116.9312","655.3","2001-06-14",,,,,,,"0.00","P,,0,0800","0.0","P,,0,","0.0","P,,0,","74",",,0","46",",,0","49",",,0,0800",,,,,,,,,,,,
"USC00106891","PAYETTE, ID US","44.0763","-116.9312","655.3","2001-06-15",,,,,,,"0.00","P,,0,0800","0.0","P,,0,","0.0","P,,0,","82",",,0","49",",,0","57",",,0,0800",,,,,,,,,,,,
"USC00106891","PAYETTE, ID US","44.0763","-116.9312","655.3","2001-06-16",,,,,,,"0.00","P,,0,0800","0.0","P,,0,","0.0","P,,0,",,,,,,,,,,,,,,,,,,
"USC00106891","PAYETTE, ID US","44.0763","-116.9312","655.3","2001-06-17",,,,,,,"0.00","P,,0,0800","0.0","P,,0,","0.0","P,,0,","92",",,0","48",",,0","62",",,0,0800",,,,,,,,,,,,
"USC00106891","PAYETTE, ID US","44.0763","-116.9312","655.3","2001-06-18",,,,,,,"0.00","P,,0,0800","0.0","P,,0,","0.0","P,,0,","82",",,0","48",",,0","53",",,0,0800",,,,,,,,,,,,
"USC00106891","PAYETTE, ID US","44.0763","-116.9312","655.3","2001-06-19",,,,,,,"0.00","P,,0,0800","0.0","P,,0,","0.0","P,,0,","76",",,0","50",",,0","54",",,0,0800",,,,,,,,,,,,
"USC00106891","PAYETTE, ID US","44.0763","-116.9312","655.3","2001-06-20",,,,,,,"0.00","P,,0,0800","0.0","P,,0,","0.0","P,,0,","88",",,0","53",",,0","58",",,0,0800",,,,,,,,,,,,
"USC00106891","PAYETTE, ID US","44.0763","-116.9312","655.3","2001-06-21",,,,,,,"0.00","P,,0,0800","0.0","P,,0,","0.0","P,,0,","94",",,0","57",",,0","62",",,0,0800",,,,,,,,,,,,
"USC00106891","PAYETTE, ID US","44.0763","-116.9312","655.3","2001-06-22",,,,,,,"0.00","P,,0,0800","0.0","P,,0,","0.0","P,,0,","98",",,0","62",",,0","69",",,0,0800",,,,,,,,,,,,
"USC00106891","PAYETTE, ID US","44.0763","-116.9312","655.3","2001-06-23",,,,,,,"0.00","P,,0,0800","0.0","P,,0,","0.0","P,,0,","97",",,0","62",",,0","68",",,0,0800",,,,,,,,,,,,
"USC00106891","PAYETTE, ID US","44.0763","-116.9312","655.3","2001-06-24",,,,,,,"0.00","P,,0,0800","0.0","P,,0,","0.0","P,,0,","97",",,0","60",",,0","62",",,0,0800",,,,,,,,,,,,
"USC00106891","PAYETTE, ID US","44.0763","-116.9312","655.3","2001-06-25",,,,,,,"0.00","P,,0,0800","0.0","P,,0,","0.0","P,,0,","90",",,0","51",",,0","53",",,0,0800",,,,,,,,,,,,
"USC00106891","PAYETTE, ID US","44.0763","-116.9312","655.3","2001-06-26",,,,,,,"0.00","T,,0,0800","0.0","P,,0,","0.0","P,,0,","74",",,0","53",",,0","63",",,0,0800",,,,,,,,,,,,
"USC00106891","PAYETTE, ID US","44.0763","-116.9312","655.3","2001-06-27",,,,,,,"0.00","T,,0,0800","0.0","P,,0,","0.0","P,,0,","84",",,0","63",",,0","68",",,0,0800",,,,,,,,,,,,
"USC00106891","PAYETTE, ID US","44.0763","-116.9312","655.3","2001-06-28",,,,,,,"0.25",",,0,0800","0.0","P,,0,","0.0","P,,0,","83",",,0","58",",,0","58",",,0,0800",,,,,,,,,,,,
"USC00106891","PAYETTE, ID US","44.0763","-116.9312","655.3","2001-06-29",,,,,,,"0.00","P,,0,0800","0.0","P,,0,","0.0","P,,0,","86",",,0","58",",,0","61",",,0,0800",,,,,,,,,,,,
"USC00106891","PAYETTE, ID US","44.0763","-116.9312","655.3","2001-06-30",,,,,,,"0.00","P,,0,0800","0.0","P,,0,","0.0","P,,0,","93",",,0","61",",,0","64",",,0,0800",,,,,,,,,,,,
"USC00106891","PAYETTE, ID US","44.0763","-116.9312","655.3","2001-07-01",,,,,,,"0.00","P,,0,0800","0.0","P,,0,","0.0","P,,0,","89",",,0","64",",,0","66",",,0,0800",,,,,,,,,,,,
